Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL184306,Vistara,JAI,Chennai,2026-03-11,23:05,03:26,4h 21m,1,1694.2,Premium Economy,36,Summer,Wednesday,Airbus A321,Airport Counter,2,12740.09
FL135778,spicejet,Mumbai,Bangalore Airport,2026-09-27,17:45,19:22,1.63,0,,Economy,10,Monsoon,Sunday,Boeing 737,Third-Party,1,4277.62
FL101723,Lufthansa,Chennai,BKK,2025-12-15,7:05 PM,10:33 PM,208 min,0,2317.0,Economy,3,Winter,Monday,Boeing 787 Dreamliner,Third-Party,2,55793.67
FL147766,Indigo,Bangalore Airport,Pune Airport,2025-09-19,11:40 AM,2:50 PM,3h 10m,1 stop,748.4,Economy,7,Monsoon,,Airbus A321,Third-Party,1,3970.43
FL187209,ETIHAD AIRWAYS,Sydney,New York,2025-06-04,14:55,1:41 PM,22h 46m,1 stop,16452.2,Premium Economy,14,Monsoon,Wednesday,Airbus A320,Website,1,200000
FL110926,Emirates,New York,Ahmedabad,2026-02-18,23:40,15:53,16.23,non-stop,12267.4,Economy,15,Winter,Wednesday,Boeing 777,Website,2,127841.26
FL122371,Etihad Airways,PNQ,SYD,2025-06-28,03:25,9:02 PM,17h 37m,2,10754.4,Economy,3,Monsoon,Saturday,Airbus A350,Mobile App,2,108907.29
FL146605,Lufthansa,Frankfurt Airport,Sydney,2025-06-01,01:25,2:12 AM,1488 min,1 stop,17649.9,Premium Economy,14,Monsoon,Sunday,Airbus A320,Third-Party,,200000
FL138188,AirAsia India,Goa,Chennai,2025-02-07,8:00 PM,22:55,2h 55m,1,798.8,Economy,2,Winter,Friday,Boeing 737,Website,4,7389.93
FL185409,AirAsia India,DEL,BOM,2026-10-18,4:35 PM,18:35,2h 00m,0,1170.3,,10,Autumn,Sunday,Airbus A320,Website,1,5420.26
FL195047,British Airways,New York,Delhi,2025-08-19,3:20 PM,8:25 AM,17.09,1,12114.4,Economy,116,Monsoon,Tuesday,Boeing 777,Third-Party,1,107019.29
FL125797,Vistara,Doha,AMD,2026-12-29,9:55 AM,13:19,3.42,0,2274.1,Economy,131,Winter,Tuesday,Airbus A380,Mobile App,3,18032.12
FL121943,AirAsia India,MAA,Pune,2026-01-04,12:00 AM,03:21,3h 21m,1,963.1,Economy,106,Winter,Sunday,Airbus A321,Travel Agent,4,4524.63
FL106232,,Bangalore,Singapore,2026-10-23,17:50,00:19,6h 30m,1,3380.4,Economy,45,Autumn,Friday,Airbus A380,Website,1,27833.06
FL175803,Lufthansa,Jaipur,Sydney,2026-05-07,01:35,5:39 PM,16h 04m,1 stop,11167.9,Economy,26,,Thursday,Airbus A380,Website,4,93691.47
FL182120,Thai Airways,Pune,Frankfurt,2026-08-20,06:55,4:32 PM,9h 38m,0,7122.8,Economy,2,Monsoon,Thursday,Boeing 777,Travel Agent,1,129738.26
FL162927,Qatar Airways,Goa Airport,Bangkok,2026-10-25,2:35 AM,08:27,5h 53m,1,2990.7,Business,2,Autumn,Sunday,Airbus A320,Travel Agent,1,177054.43
FL171446,Thai Airways,,Frankfurt,2026-10-30,1:45 PM,,12h 48m,2,7418.7,Economy,0,Autumn,Friday,Airbus A350,Website,2,109490.43
FL179811,,SIN,Dubai Airport,2025-08-17,23:15,10:59,11h 44m,,6102.2,Economy,6,Monsoon,Sunday,Airbus A350,Mobile App,3,51442.02
FL191096,THAI AIRWAYS,Bangalore,FRA,2026-07-28,06:55,17:10,,0,7612.1,Economy,2,Monsoon,Tuesday,Boeing 787 Dreamliner,Mobile App,1,136505.09
FL195031,Lufthansa,Dubai,Frankfurt,2026-09-19,01:15,08:01,6h 46m,0,4889.4,Economy,10,Monsoon,Saturday,Boeing 787 Dreamliner,Website,1,67695.48
FL114647,Emirates,Ahmedabad,Dubai,2026-11-02,1:55 PM,16:49,2h 54m,0,1877.8,Economy,27,Autumn,Monday,Boeing 787 Dreamliner,Mobile App,2,17325.77
FL163128,Qatar Airways,Bangalore,Singapore,2025-11-14,08:55,13:33,4.63,0,,Business,32,Autumn,Friday,Airbus A320,Website,2,78869.16
FL126804,Etihad Airways,New York Airport,AMD,2025-08-02,9:25 AM,6:01 AM,20h 36m,,13010.8,Business,25,Monsoon,Saturday,Airbus A350,Mobile App,2,344124.67
FL175203,air india,Bangkok,BLR,2026-07-25,08:50,1:43 PM,4h 53m,1,2566.9,Business,179,Monsoon,Saturday,Airbus A380,Website,2,50908.28
FL148288,Air India,Mumbai,,2025-08-08,9:00 AM,15:00,6.01,1,3190.1,Economy,4,Monsoon,Friday,Airbus A350,Website,1,27994.5
FL187806,Qatar Airways,Frankfurt,BOM,2025-06-04,17:20,3:52 AM,10h 33m,1 stop,6841.4,Economy,0,Monsoon,Wednesday,,Airport Counter,3,"Rs. 120,400.24"
FL140531,SpiceJet,Hyderabad,MAA,2026-01-14,4:05 PM,5:16 PM,,0,540.6,Economy,26,,Wednesday,Airbus A320,Mobile App,4,2189.65
FL116446,Etihad Airways,Bangalore,Frankfurt Airport,2025-05-01,13:10,00:42,11h 33m,1,7621.9,,80,,Thursday,Airbus A380,Website,3,87447.21
FL121356,GoFirst,Hyderabad Airport,Delhi,,06:15,8:23 AM,2h 08m,0,1277.4,Economy,44,Monsoon,Sunday,Boeing 737,Website,1,5270.15
FL125068,Vistara,Mumbai,Dubai,2025-09-18,11:30 AM,14:37,3h 07m,non-stop,2045.4,Economy,5,Monsoon,Thursday,Boeing 777,Mobile App,3,24904.11
FL119543,Singapore Airlines,Bangkok,Goa,2025-04-25,2:00 AM,07:41,5h 42m,1,2953.6,Premium Economy,22,Summer,Friday,Boeing 777,Travel Agent,4,
FL121587,Vistara,DEL,BKK,2025-10-16,08:55,3:09 PM,6h 14m,1 stop,3129.6,Premium Economy,13,Autumn,Thursday,Airbus A320,Website,2,43099.97
FL148682,Indigo,Ahmedabad,Hyderabad,2025-02-02,20:10,9:50 PM,1h 41m,non-stop,917.9,Business,8,Winter,Sunday,Airbus A321,Mobile App,1,
FL181797,Singapore Airlines,Doha,,2025-07-21,12:35 AM,08:03,7.48,1 stop,4591.0,Economy,7,Monsoon,Monday,Airbus A380,Mobile App,1,45924.19
FL143068,Etihad Airways,,London,,3:40 AM,,632 min,,7005.6,Premium Economy,128,Summer,Tuesday,Airbus A320,Website,2,115268.46
FL108828,vistara,Ahmedabad,Kolkata,2026-03-03,04:10,6:53 AM,2h 43m,non-stop,1729.6,Economy,0,Summer,Tuesday,Airbus A321,Website,2,14621.6
FL180003,British Airways,Kolkata Airport,Frankfurt,,07:10,5:47 PM,10h 38m,0,7898.2 km,Economy,0,Autumn,Saturday,Airbus A320,Third-Party,2,172428.45
FL119513,Vistara,Mumbai,Kolkata,2026-03-17,10:25 AM,14:36,4h 12m,1,1710.3,Economy,,Summer,Tuesday,ATR 72,Mobile App,1,6954.83
FL151811,British Airways,DXB,Mumbai,2025-10-28,9:45 AM,14:38,294 min,1 stop,2063.9,Premium Economy,67,Autumn,Tuesday,Airbus A320,Website,1,24744.81
FL181073,Etihad Airways,Frankfurt,Singapore,2026-04-06,7:25 AM,21:46,14h 22m,0,10813.9,Business,22,Summer,Monday,Airbus A350,,1,200000
FL180030,AirAsia India,Goa,Ahmedabad Airport,2025-12-01,23:20,00:58,1h 39m,0,892.6,,29,Winter,Monday,ATR 72,Airport Counter,2,5662.18
FL130541,Thai Airways,CCU,Singapore,2026-05-01,08:25,16:21,7h 57m,2,3037.4,Economy,6,Summer,Friday,Airbus A380,Mobile App,1,44433.17
FL166663,Emirates,Bangalore,Dubai,2025-09-09,9:45 AM,13:51,4h 07m,0,2815.3,Economy,115,Monsoon,Tuesday,Boeing 787 Dreamliner,Website,1,25998.97
FL144336,Lufthansa,Dubai Airport,,2026-02-05,10:45 AM,15:54,309 min,0,3630.8,Economy,7,Winter,Thursday,,Airport Counter,3,64202.0
FL105721,Qatar Airways,DEL,Frankfurt,2025-03-10,17:25,02:12,8h 48m,0,6472.6,Economy,11,Summer,Monday,Airbus A320,Mobile App,4,92232.47
FL155964,AirAsia India,Hyderabad,MAA,,22:50,01:05,2h 16m,1,546.2,Business,43,Winter,Monday,,Mobile App,2,5934.97
FL178584,GOFIRST,Kolkata,Hyderabad Airport,,20:10,22:12,2h 02m,0,1199.1,Business,24,Winter,Monday,,Airport Counter,1,
FL117587,Emirates,Pune,Frankfurt,2026-06-24,15:55,02:56,662 min,1 stop,7067.1,Economy,13,Monsoon,Wednesday,Airbus A350,Travel Agent,2,75744.68
FL121344,INDIGO,Goa,Chennai,2025-03-26,04:55,06:24,1.49,non-stop,769.1,Economy,0,Summer,Wednesday,ATR 72,Third-Party,,5521.72
FL124265,singapore airlines,CCU,Dubai,,6:05 AM,12:56,6h 52m,1 stop,3572.9,Premium Economy,3,Monsoon,Sunday,Boeing 787 Dreamliner,Third-Party,one,93309.41
FL195784,Indigo,Kolkata,Goa,2026-04-12,,15:54,2h 49m,0,1809.8,,66,Summer,,Boeing 737,Website,2,12196.79
FL112335,Emirates,,SIN,2025-07-11,05:20,12:15,416 min,1 stop,,Premium Economy,3,Monsoon,Friday,,Website,1,107512.34
FL107795,Emirates,Dubai Airport,Mumbai,2026-04-12,16:35,8:42 PM,,1,2041.9,Premium Economy,11,Summer,Sunday,Boeing 787 Dreamliner,Third-Party,1,32088.47
FL134526,Qatar Airways,Kolkata,Doha,2025-03-03,,07:01,6h 46m,1,3920.8,Premium Economy,13,Summer,Monday,Boeing 787 Dreamliner,Airport Counter,4,62638.01
FL140222,Singapore Airlines,London Airport,Ahmedabad,2026-08-01,6:55 PM,06:04,11h 10m,1,7288.5,Premium Economy,0,,Saturday,Airbus A320,Website,2,200000
FL145787,Air India,Mumbai Airport,HYD,2025-11-05,15:10,16:29,79 min,0,643.4,Economy,22,Autumn,Wednesday,,,1,4016.15
FL159601,Singapore Airlines,DOH,HYD,2026-01-31,12:50 AM,6:25 AM,335 min,1,2979.2,Economy,2,Winter,Saturday,Airbus A380,Mobile App,1,48244.75
FL150366,Etihad Airways,London,Goa,2026-02-22,9:25 PM,08:13,10h 48m,0,8036.0,Economy,142,Winter,Sunday,Airbus A380,Website,2,99875.03
FL113077,Emirates,Pune Airport,Dubai,2025-02-10,11:25,3:47 PM,263 min,1,2134.4,Business,5,Winter,Monday,Boeing 787 Dreamliner,Mobile App,3,69485.46
FL170465,thai airways,Frankfurt,Sydney,2026-08-03,,01:52,24h 47m,1,17566.7,Economy,18,,Monday,Boeing 777,Website,3,
FL124457,Thai Airways,Frankfurt Airport,Hyderabad,2026-11-28,12:30 AM,10:46 AM,10h 16m,non-stop,7619.5,Economy,12,Autumn,Saturday,Airbus A320,Website,5,102098.32
FL111456,Vistara,Ahmedabad,,2026-05-22,11:45 AM,13:25,1h 40m,0,912.1,Economy,7,Summer,Friday,Boeing 737,Mobile App,2,6506.43
FL108960,Emirates,Ahmedabad,New York,,08:25,2:51 AM,1106 min,1,12902.1,Economy,11,,Saturday,,Website,2,132215.36
FL142043,Indigo,Jaipur,HYD,2026-09-19,2:15 PM,17:28,3h 13m,1 stop,1170.0,Economy,101,Monsoon,Saturday,Boeing 737,Travel Agent,2,4858.57
FL106404,AIR INDIA,CCU,Chennai,2026-05-09,17:45,9:07 PM,3h 23m,1 stop,1451.5,First,123,Summer,Saturday,Airbus A320,Website,2,
FL169996,British Airways,,Pune,2026-04-27,9:30 PM,4:13 AM,6h 44m,2,3001.9,Economy,11,Summer,Monday,,Third-Party,,28472.58
FL138425,Thai Airways,Singapore,Sydney,2025-04-06,12:30 AM,10:36 AM,607 min,1 stop,6418.4,Economy,13,Summer,Sunday,Airbus A320,Website,3,522929.25
FL131265,Etihad Airways,Dubai Airport,JFK,2025-05-14,2:10 PM,07:27,17.30,1,11789.3,Economy,28,,Wednesday,Airbus A320,Website,1,114873.37
FL175639,SpiceJet,Hyderabad,Jaipur,2026-08-12,9:25 AM,12:43 PM,198 min,1 stop,1152.7,,110,Monsoon,Wednesday,Airbus A320,Website,1,15320.38
FL113373,SpiceJet,Jaipur,Bangalore,2026-08-29,19:20,23:18,239 min,1 stop,1646.1,Economy,170,Monsoon,Saturday,Airbus A320,Website,1,8967.41
FL147241,Qatar Airways,Ahmedabad,Doha,2026-03-13,10:30 PM,4:49 AM,6h 20m,2,2189.3,Economy,38,Summer,Friday,Airbus A320,Travel Agent,1,21645.16
FL138132,airasia india,Pune,Bangalore Airport,2025-07-13,8:00 PM,22:37,158 min,1,746.5,Economy,130,Monsoon,Sunday,ATR 72,Travel Agent,1,2709.25
FL167427,British Airways,,Mumbai,2025-10-19,06:40,11:31 AM,4h 52m,1 stop,2442.6,Economy,1,Autumn,Sunday,Airbus A320,Mobile App,3,31725.64
FL123995,Etihad Airways,Doha Airport,Pune,2025-08-18,7:50 PM,23:29,3h 40m,0,2467.1,Economy,31,Monsoon,Monday,Boeing 787 Dreamliner,Website,1,19754.37
FL162663,AirAsia India,,,2025-03-28,5:45 PM,23:38,5h 53m,2,1708.1,Economy,37,Summer,Friday,Airbus A320,Mobile App,1,5974.38
FL138234,Qatar Airways,Dubai Airport,Pune Airport,2025-08-24,00:15,4:33 AM,4h 19m,1,2152.1 km,Economy,19,Monsoon,Sunday,Airbus A350,Website,1,26109.79
FL196095,AirAsia India,Delhi,Ahmedabad,2026-12-18,14:55,16:25,1h 31m,non-stop,787.0,Premium Economy,17,Winter,Friday,Airbus A321,Mobile App,2,9032.24
FL140890,Thai Airways,Goa,Dubai,2026-10-15,14:10,8:49 PM,6h 40m,2,2340.6,Economy,156,Autumn,Thursday,Boeing 777,Mobile App,2,16545.23
FL195103,Qatar Airways,Dubai,Sydney,2026-10-23,16:40,09:30,16.85,0,12750.5,Business,14,Autumn,Friday,Airbus A380,Website,6,200000
FL173599,GoFirst,BOM,Delhi,2026-01-03,21:45,23:45,2h 01m,,1181.9,Premium Economy,,Winter,Saturday,Airbus A320,Mobile App,1,19600.98
FL184440,SpiceJet,Delhi,Pune,2026-05-20,14:00,17:27,3h 27m,1,1177.9,Economy,40,Summer,Wednesday,Boeing 737,Airport Counter,1,3940.99
FL151343,Etihad Airways,Singapore Airport,Ahmedabad,2026-07-17,19:15,02:54,7h 39m,,4463.9,Premium Economy,11,,Friday,Airbus A380,Third-Party,2,59570.97
FL186488,Thai Airways,London,New York,2026-09-02,11:45,7:46 PM,8h 01m,0,5866.8,Economy,14,Monsoon,Wednesday,Boeing 777,Website,one,72787.07
FL112334,British Airways,Singapore,Hyderabad,2025-05-02,22:10,2:57 AM,4h 47m,0,3345.3,Economy,10,Summer,,Boeing 787 Dreamliner,Mobile App,2,54014.79
FL170382,GoFirst,Kolkata,Jaipur,2026-09-06,18:55,21:12,137 min,non-stop,1395.8,Economy,7,Monsoon,Sunday,ATR 72,Mobile App,4,"Rs. 9,290.63"
FL100713,Lufthansa,London,Doha Airport,2026-08-11,4:15 AM,11:40,446 min,non-stop,5401.7,Business,86,Monsoon,Tuesday,Airbus A350,Website,1,106132.08
FL180519,British Airways,London,Mumbai,2026-09-11,10:50 AM,22:21,692 min,1,7618.7,Economy,24,Monsoon,Friday,Boeing 787 Dreamliner,Travel Agent,2,76189.46
FL140864,Singapore Airlines,Ahmedabad,,2026-10-23,05:25,11:12,5h 47m,1 stop,3218.0 km,Economy,6,Autumn,,Boeing 787 Dreamliner,Mobile App,3,30232.83
FL166332,Vistara,Mumbai,Bangalore,2026-07-28,12:20 PM,3:39 PM,3.33,1 stop,847.5,Economy,8,Monsoon,Tuesday,ATR 72,Mobile App,2,5517.08
FL124212,GoFirst,Bangalore,Chennai,2026-08-09,18:15,7:08 PM,0h 53m,non-stop,304.3,,0,Monsoon,Sunday,Airbus A321,Mobile App,,2676.2
FL163335,AirAsia India,,Kolkata,2025-05-28,14:10,6:04 PM,,1,1395.4,,22,Summer,Wednesday,Boeing 737,,1,6071.69
FL169864,Qatar Airways,Frankfurt,MAA,2025-09-06,7:05 PM,05:33,10.47,0,7774.9,Economy,25,Monsoon,Saturday,Boeing 787 Dreamliner,Website,1,86134.45
FL180853,British Airways,BKK,Kolkata,2025-03-23,,11:50 PM,3h 51m,1 stop,1707.7,Economy,4,Summer,Sunday,Boeing 777,Mobile App,2,26857.77
FL157241,Singapore Airlines,Pune,London,2025-07-30,2:35 PM,2:20 AM,11h 46m,1,7670.5,Economy,38,Monsoon,Wednesday,Airbus A350,Website,4,58517.2
FL154549,Vistara,BOM,Pune,2026-04-15,15:10,15:55,0h 45m,0,150,Premium Economy,28,Summer,,Airbus A320,Website,1,2000
FL136143,Etihad Airways,JAI,Dubai,2026-07-07,3:00 AM,09:09,370 min,2,2123.1,Premium Economy,12,Monsoon,,Airbus A320,Mobile App,1,25825.81
FL160167,Etihad Airways,Kolkata,Sydney,2025-05-21,7:00 PM,9:31 AM,14.53,1 stop,9613.5,Economy,36,Summer,Wednesday,Boeing 777,Mobile App,2,121093.38
FL137427,,Goa Airport,Kolkata,2025-05-11,,,4h 20m,1,1796.8,Economy,12,Summer,Sunday,ATR 72,Website,3,8071.51
FL196684,Etihad Airways,Dubai Airport,Jaipur,2026-02-13,10:35,3:36 PM,5h 02m,1,2219.8,Economy,6,Winter,Friday,Airbus A380,Website,1,
FL154029,Indigo,AMD,Jaipur,2025-04-16,14:35,,74 min,0,,,15,Summer,Wednesday,Airbus A320,Mobile App,1,15158.61
FL151913,air india,Chennai Airport,Doha,2025-10-06,2:25 AM,08:24,6h 00m,1 stop,3320.3 km,Economy,42,Autumn,Monday,Airbus A350,Website,,17721.57
FL155811,Emirates,LHR,Kolkata,2025-09-06,15:15,3:52 AM,757 min,1,8205.9,Economy,5,Monsoon,Saturday,Airbus A320,Third-Party,1,121699.75
FL118492,Lufthansa,Bangalore,Sydney Airport,2026-12-11,06:50,22:36,15h 46m,2,9752.9,Economy,12,Winter,Friday,Airbus A350,Mobile App,2,113283.82
FL116729,Vistara,FRA,Goa Airport,2025-04-02,22:30,10:00 AM,11.50,1,7243.5,Economy,34,Summer,Wednesday,Boeing 777,Mobile App,3,63548.49
FL182691,air india,Doha,Ahmedabad,2026-08-24,10:15 AM,1:33 PM,3h 19m,non-stop,2191.0,Economy,13,Monsoon,Monday,Airbus A320,Website,2,20316.27
FL141551,GoFirst,Chennai,Bangalore,2025-02-19,17:55,8:13 PM,2h 18m,1,295.7 km,Economy,13,Winter,Wednesday,ATR 72,Mobile App,1,2000
FL162527,,Chennai,JFK,2026-01-13,12:50,10:02 AM,21h 13m,2,13656.4,Premium Economy,36,Winter,Tuesday,Airbus A320,Mobile App,6,200000
FL145775,Lufthansa,Doha,Bangalore Airport,2026-07-28,11:05 PM,04:52,5h 48m,1 stop,3184.2,Economy,1,Monsoon,Tuesday,Boeing 787 Dreamliner,Website,3,
FL191664,British Airways,Goa,New York,2025-06-12,04:55,00:16,19h 21m,1,13915.6,Economy,13,Monsoon,Thursday,Boeing 787 Dreamliner,Mobile App,1,163816.19
FL146786,Indigo,Pune,JAI,2026-11-08,11:50,1:37 PM,1h 48m,non-stop,1008.3 km,Economy,3,Autumn,Sunday,Boeing 737,Mobile App,5,6348.74
FL174630,Emirates,BKK,Chennai,2025-03-26,18:15,21:39,3h 24m,non-stop,2263.4,Economy,13,Summer,Wednesday,Boeing 777,Website,2,31349.98
FL188724,British Airways,Dubai,Jaipur,2026-12-27,00:40,3:48 AM,3h 09m,non-stop,2062.1,Business,69,Winter,Sunday,Airbus A380,Third-Party,3,69791.95
FL185114,Qatar Airways,Mumbai,SIN,2026-09-20,00:25,06:06,5h 42m,non-stop,4053.2,Economy,36,Monsoon,Sunday,Boeing 777,Airport Counter,2,36363.76
FL127462,Vistara,Hyderabad,BOM,2026-03-18,10:35 PM,1:24 AM,2h 50m,1 stop,642.4,Economy,3,Summer,Wednesday,ATR 72,,1,4522.96
FL110477,Vistara,New York,Delhi,2026-07-02,00:45,6:42 PM,,1 stop,12583.1,Economy,6,Monsoon,Thursday,Boeing 787 Dreamliner,Website,6,393.84
FL138792,Emirates,New York,Hyderabad Airport,2025-10-21,12:15,06:58,,1,12995.4,Premium Economy,16,Autumn,Tuesday,Boeing 787 Dreamliner,Mobile App,2,155443.07
FL157909,spicejet,JAI,HYD,2025-04-26,05:00,07:59,2.99,,1143.7,Economy,,Summer,Saturday,ATR 72,Website,1,4774.29
FL151142,Etihad Airways,Frankfurt,LHR,2026-12-21,12:00 PM,1:22 PM,82 min,non-stop,678.6,,77,Winter,Monday,Airbus A380,Website,1,15000
FL148581,Qatar Airways,Bangalore,Bangkok,2026-09-12,7:40 AM,12:47 PM,308 min,1 stop,,Economy,17,Monsoon,Saturday,Boeing 777,Mobile App,1,25318.23
FL112169,,FRA,Hyderabad,,11:55 AM,10:58 PM,11h 04m,1,7402.8,Economy,1,Summer,Monday,Airbus A380,Website,4,121885.46
FL127384,AirAsia India,Ahmedabad,Kolkata,2025-09-01,19:40,23:59,4h 20m,1,1644.7,Economy,43,Monsoon,Monday,Airbus A320,Third-Party,3,"Rs. 7,203.02"
FL152463,Singapore Airlines,Mumbai,Singapore,2026-02-26,15:55,21:41,,0,4115.2,Economy,19,Winter,Thursday,Airbus A320,Travel Agent,1,59139.78
FL135135,Indigo,Ahmedabad,Goa,2025-09-16,7:35 PM,21:12,1h 37m,non-stop,,First,21,Monsoon,Tuesday,Boeing 737,Website,2,16492.57
FL117772,Thai Airways,London Airport,Delhi,2025-08-18,16:25,02:50,10h 25m,1 stop,6816.0,Economy,25,Monsoon,Monday,Boeing 787 Dreamliner,Third-Party,3,70896.67
FL166612,Emirates,Pune,Bangkok,2026-05-17,11:55,16:18,4h 24m,0,3039.1,Economy,105,Summer,Sunday,,Mobile App,1,28655.39
FL182998,Etihad Airways,DOH,DEL,2026-06-13,17:00,20:48,3.81,0,2583.8,Premium Economy,5,Monsoon,Saturday,Airbus A380,Website,one,49605.91
FL159174,Qatar Airways,Bangkok,Singapore Airport,,12:50,16:25,215 min,1,1518.6,Economy,8,,Monday,Airbus A380,Third-Party,1,15693.04
FL131960,Lufthansa,SIN,MAA,2025-01-31,12:50 PM,,5h 32m,1 stop,,Economy,35,Winter,Friday,,Website,1,30042.0
FL151542,British Airways,Jaipur,Bangkok,2025-06-06,20:50,01:24,4h 35m,non-stop,3180.9,Economy,41,Monsoon,Friday,Airbus A350,Mobile App,1,33238.89
FL103313,Thai Airways,Singapore,Delhi,2026-07-08,,9:40 PM,350 min,non-stop,4161.9,Economy,63,Monsoon,Wednesday,Airbus A320,Travel Agent,2,37823.86
FL107496,British Airways,SIN,Ahmedabad,2026-01-17,3:50 PM,11:05 PM,7.26,1,4437.7,Premium Economy,54,Winter,Saturday,,Mobile App,1,52326.45
FL164420,INDIGO,Goa,Chennai,2025-01-30,11:25,14:29,184 min,,758.5,Premium Economy,1,Winter,Thursday,Airbus A321,Travel Agent,1,10959.16
FL168661,Lufthansa,Frankfurt,London Airport,2026-09-06,11:05 PM,01:43,,1,668.9,Economy,0,Monsoon,Sunday,Airbus A320,Mobile App,2,15000
FL134156,Singapore Airlines,Singapore,Frankfurt,2026-06-03,21:25,1:48 PM,16.39,,10506.2,Economy,35,Monsoon,Wednesday,,Third-Party,1,50742.9
FL153140,Singapore Airlines,AMD,Frankfurt,2025-08-06,5:10 AM,14:49,9.65,1,6244.0,Economy,33,,Wednesday,Boeing 777,Website,2,58079.74
FL142369,Vistara,Delhi,Ahmedabad Airport,2025-05-15,23:30,1:00 AM,1h 31m,0,791.3,Economy,28,Summer,Thursday,Airbus A321,Website,2,5630.63
FL156242,Emirates,Bangkok,Hyderabad,2026-03-08,6:05 AM,11:23,319 min,1 stop,2550.7,Premium Economy,0,Summer,Sunday,Boeing 787 Dreamliner,Third-Party,1,78327.71
FL117883,SpiceJet,Kolkata,Jaipur Airport,2025-08-17,8:35 AM,12:23,3h 48m,,1421.6,Premium Economy,4,,Sunday,ATR 72,Mobile App,2,11426.46
FL115189,Air India,,Doha,2026-10-17,4:15 PM,10:05 PM,5h 50m,1,3318.6,Premium Economy,11,Autumn,Saturday,Airbus A380,Website,3,58003.94
FL155097,Indigo,BLR,Jaipur,2025-04-11,15:25,,,,1578.9,Business,3,Summer,Friday,ATR 72,,2,25000
FL169130,Emirates,Dubai,Jaipur,,02:55,06:13,3h 18m,0,2185.5,Premium Economy,3,Monsoon,Tuesday,Boeing 777,Travel Agent,,58179.74
FL133124,Singapore Airlines,Goa,Bangkok Airport,2025-09-18,2:40 AM,08:26,5h 47m,1,3063.6,Economy,9,Monsoon,Thursday,Boeing 787 Dreamliner,Travel Agent,3,41748.58
FL125315,Air India,New York,Pune,2026-03-31,7:40 PM,16:34,20h 54m,2,13369.2,Economy,3,Summer,Tuesday,,Website,1,165901.88
FL141305,Emirates,Frankfurt Airport,Mumbai Airport,2025-01-20,02:30,1:10 PM,10h 41m,1 stop,6904.5,Economy,4,Winter,,Airbus A350,Website,2,107232.61
FL100146,Thai Airways,New York,Pune,2026-06-13,1:30 AM,8:16 PM,18h 47m,1 stop,12964.6,Business,5,Monsoon,Saturday,Airbus A380,Third-Party,4,200000
FL153282,Emirates,Goa Airport,FRA,2025-07-20,,,11h 15m,1,7034.9,Economy,10,Monsoon,Sunday,Boeing 777,Mobile App,5,81857.43
FL153952,AirAsia India,Bangalore,Kolkata,2026-02-04,5:05 AM,09:07,4h 03m,1,,Economy,11,Winter,,Airbus A320,Travel Agent,1,7150.31
FL189690,Qatar Airways,Sydney Airport,,2025-02-23,12:55,7:00 AM,1086 min,1,12637.6 km,Economy,35,Winter,Sunday,Airbus A350,Website,,110013.21
FL133505,Air India,Pune,Jaipur,2026-11-10,10:55,4:09 PM,314 min,2,969.7,Economy,2,Autumn,Tuesday,Airbus A320,Travel Agent,1,5770.42
FL171508,Air India,Bangalore Airport,GOI,2025-08-29,01:55,03:04,1h 09m,0,512.5,Premium Economy,13,Monsoon,Friday,Boeing 737,Travel Agent,2,4483.48
FL133056,BRITISH AIRWAYS,,Singapore,2025-05-22,14:40,9:49 PM,7h 10m,1 stop,4314.8,Business,140,Summer,Thursday,Boeing 777,Website,3,159162.99
FL165266,Indigo,Ahmedabad,PNQ,2025-06-01,01:00,3:20 AM,2h 21m,1 stop,525.2,Economy,40,Monsoon,Sunday,ATR 72,Mobile App,1,2000
FL138856,Lufthansa,New York,LHR,2026-10-03,3:10 AM,12:46,9h 37m,1,5806.9,Economy,22,Autumn,Saturday,Boeing 787 Dreamliner,Website,1,75408.49
FL167237,Emirates,Doha,Kolkata,2025-11-14,1:50 PM,7:16 PM,,,3856.1,Economy,8,Autumn,Friday,Boeing 787 Dreamliner,Mobile App,1,57408.46
FL155052,Air India,,Mumbai,2025-10-09,10:10,9:07 PM,10h 58m,1,6877.3,Economy,42,Autumn,Thursday,,Mobile App,1,55149.57
FL179927,Etihad Airways,New York,Hyderabad Airport,2026-03-26,15:40,11:16 AM,19.61,1,,Premium Economy,5,Summer,Thursday,Boeing 777,Mobile App,3,200000
FL165345,vistara,Goa,London,2026-03-06,11:15 AM,21:27,10h 13m,non-stop,7577.6,Economy,3,Summer,Friday,Boeing 777,Third-Party,1,142099.97
FL179783,,New York,Singapore,2025-07-18,23:35,21:58,22h 24m,1,15915.7,Premium Economy,32,Monsoon,Friday,Airbus A320,,6,151565.94
FL104948,SpiceJet,Pune,Chennai,2026-05-18,04:35,6:17 AM,1h 42m,0,936.4,Economy,16,Summer,Monday,Airbus A320,Mobile App,4,4391.09
FL142605,Thai Airways,BLR,Sydney,2026-05-16,13:20,03:26,14.10,1,9496.6,Economy,3,Summer,Saturday,Boeing 777,Airport Counter,6,
